Title,Rating,Year,Month,Runtime,Directors,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting,Lead_Top,Supporting_Top
I Care a Lot,6.3,2020,2,118,J Blakeson,14000000.0,1351662.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rosamund Pike, Peter Dinklage,1,0
Onward,7.4,2020,3,102,Dan Scanlon,175000000.0,141940042.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Holland, Chris Pratt,0,0
Minari,7.4,2020,2,115,Lee Isaac Chung,2000000.0,15312445.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steven Yeun, Yeri Han,0,0
Knives Out,7.9,2019,11,130,Rian Johnson,40000000.0,312897920.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Daniel Craig, Chris Evans,1,0
Last Christmas,6.5,2019,11,103,Paul Feig,25000000.0,123446172.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Madison Ingoldsby, Emma Thompson,0,0
Once Upon a Time in Hollywood,7.6,2019,7,161,Quentin Tarantino,90000000.0,377617598.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Leonardo DiCaprio, Brad Pitt,1,0
Midsommar,7.1,2019,7,148,Ari Aster,9000000.0,47969371.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Florence Pugh, Jack Reynor,1,0
Avengers: Endgame,8.4,2019,4,181,Anthony Russo,356000000.0,2797501328.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert Downey Jr , Chris Evans,0,0
Joker,8.4,2019,10,122,Todd Phillips,55000000.0,1074458282.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Joaquin Phoenix, Robert De Niro,1,0
The Gentlemen,7.8,2019,1,113,Guy Ritchie,22000000.0,115171795.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Matthew McConaughey, Charlie Hunnam,1,0
Parasite,8.5,2019,11,132,Bong Joon Ho,11400000.0,262676096.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Song Kang ho, Lee Sun kyun,0,0
The Addams Family,5.8,2019,10,86,Greg Tiernan,24000000.0,204394183.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Oscar Isaac, Charlize Theron,1,0
Little Women,7.8,2019,12,135,Greta Gerwig,40000000.0,218843645.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Saoirse Ronan, Emma Watson,1,0
Alita: Battle Angel,7.3,2019,2,122,Robert Rodriguez,170000000.0,404980543.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Rosa Salazar, Christoph Waltz,0,0
1917,8.2,2019,1,119,Sam Mendes,95000000.0,384576334.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Dean Charles Chapman, George MacKay,0,0
The Irishman,7.8,2019,11,209,Martin Scorsese,159000000.0,968853.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Robert De Niro, Al Pacino,1,0
Star Wars: The Rise Of Skywalker,6.5,2019,12,141,J J Abrams,275000000.0,1074149279.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Daisy Ridley, John Boyega,0,0
After,5.3,2019,4,105,Jenny Gage,14000000.0,69497587.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Josephine Langford, Hero Fiennes Tiffin,0,0
Terminator: Dark Fate,6.2,2019,11,128,Tim Miller,185000000.0,261119292.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Linda Hamilton, Arnold Schwarzenegger,1,0
Ford v Ferrari,8.1,2019,11,152,James Mangold,97600000.0,225508210.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Matt Damon, Christian Bale,1,0
Shazam!,7.0,2019,4,132,David F Sandberg,100000000.0,366080049.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zachary Levi, Mark Strong,0,0
Five Feet Apart,7.2,2019,3,116,Justin Baldoni,7000000.0,92559910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Haley Lu Richardson, Cole Sprouse,0,0
Uncut Gems,7.4,2019,12,135,Benny Safdie,19000000.0,50023780.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Adam Sandler, Julia Fox,1,0
Pinocchio,6.2,2019,12,125,Matteo Garrone,15635000.0,23841090.0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Federico Ielapi, Roberto Benigni,0,0
Jojo Rabbit,7.9,2019,11,108,Taika Waititi,14000000.0,90335025.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Roman Griffin Davis, Thomasin McKenzie,0,0
The Lighthouse,7.4,2019,11,109,Robert Eggers,11000000.0,18129854.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Robert Pattinson, Willem Dafoe,1,0
Us,6.8,2019,3,116,Jordan Peele,20000000.0,256067149.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Lupita Nyong o, Winston Duke,0,0
John Wick: Chapter 3 - Parabellum,7.4,2019,5,130,Chad Stahelski,75000000.0,328349387.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Keanu Reeves, Halle Berry,1,0
Cats,2.8,2019,12,110,Tom Hooper,95000000.0,75558925.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,James Corden, Judi Dench,0,0
Doctor Sleep,7.3,2019,11,152,Mike Flanagan,45000000.0,72381712.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Ewan McGregor, Rebecca Ferguson,1,0
Hustlers,6.3,2019,9,110,Lorene Scafaria,20000000.0,157563598.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Constance Wu, Jennifer Lopez,0,0
Frozen II,6.8,2019,11,103,Chris Buck,150000000.0,1450026933.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Bell, Idina Menzel,1,0
Ad Astra,6.5,2019,9,123,James Gray,90000000.0,127461872.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Brad Pitt, Tommy Lee Jones,1,0
Aladdin,6.9,2019,5,128,Guy Ritchie,183000000.0,1050693953.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Will Smith, Mena Massoud,1,0
Ready or Not,6.8,2019,8,95,Matt Bettinelli-Olpin,6000000.0,57615777.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Samara Weaving, Adam Brody,0,0
Captain Marvel,6.8,2019,3,123,Anna Boden,160000000.0,1128462972.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brie Larson, Samuel L Jackson,1,0
Glass,6.6,2019,1,129,M Night Shyamalan,20000000.0,246999039.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,James McAvoy, Bruce Willis,1,0
Spider-Man: Far from Home,7.4,2019,7,129,Jon Watts,160000000.0,1131927996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tom Holland, Samuel L Jackson,0,0
A Beautiful Day in the Neighborhood,7.2,2019,11,109,Marielle Heller,25000000.0,67925733.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matthew Rhys, Tom Hanks,0,0
The Lion King,6.8,2019,7,118,Jon Favreau,260000000.0,1663250487.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Donald Glover, Beyonc ,0,0
Jumanji: The Next Level,6.7,2019,12,123,Jake Kasdan,125000000.0,801693929.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dwayne Johnson, Jack Black,1,0
Marriage Story,7.9,2019,12,137,Noah Baumbach,18600000.0,333686.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adam Driver, Scarlett Johansson,1,0
Black Christmas,3.5,2019,12,92,Sophia Takal,5000000.0,18529730.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,Imogen Poots, Aleyse Shannon,0,0
It Chapter Two,6.5,2019,9,169,Andy Muschietti,79000000.0,473122525.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Jessica Chastain, James McAvoy,1,0
Bombshell,6.8,2019,12,109,Jay Roach,32000000.0,61404394.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlize Theron, Nicole Kidman,1,0
Escape Room,6.4,2019,1,99,Adam Robitel,9000000.0,155712077.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Taylor Russell, Logan Miller,0,0
Anna,6.6,2019,6,118,Luc Besson,32531400.0,31626978.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sasha Luss, Helen Mirren,0,0
Fast & Furious Presents: Hobbs & Shaw,6.5,2019,8,137,David Leitch,200000000.0,760732926.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dwayne Johnson, Jason Statham,1,0
Downton Abbey,7.4,2019,9,122,Michael Engler,13000000.0,194694725.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Stephen Campbell Moore, Michael Fox,0,0
Queen of Hearts,7.1,2019,11,127,May el Toukhy,2730000.0000000005,437005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trine Dyrholm, Gustav Lindh,0,0
Hellboy,5.2,2019,4,120,Neil Marshall,50000000.0,55065289.0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,David Harbour, Milla Jovovich,0,0
Brightburn,6.1,2019,5,90,David Yarovesky,6000000.0,33224654.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Elizabeth Banks, David Denman,1,0
Toy Story 4,7.7,2019,6,100,Josh Cooley,200000000.0,1073394593.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Hanks, Tim Allen,1,0
Booksmart,7.1,2019,5,102,Olivia Wilde,6000000.0,24959607.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kaitlyn Dever, Beanie Feldstein,0,0
Yesterday,6.8,2019,6,116,Danny Boyle,26000000.0,154608668.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Himesh Patel, Lily James,0,0
Charlie's Angels,4.9,2019,11,118,Elizabeth Banks,48000000.0,73279888.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristen Stewart, Naomi Scott,1,0
Midway,6.7,2019,11,138,Roland Emmerich,100000000.0,127420861.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ed Skrein, Patrick Wilson,0,0
X-Men: Dark Phoenix,5.7,2019,6,113,Simon Kinberg,200000000.0,252442974.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,James McAvoy, Michael Fassbender,1,0
Sound of Metal,7.7,2019,12,120,Darius Marder,5400000.0,516520.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Riz Ahmed, Olivia Cooke,0,0
Jexi,6.0,2019,10,84,Jon Lucas,5000000.0,9341824.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Adam Devine, Alexandra Shipp,0,0
Fighting with My Family,7.1,2019,2,108,Stephen Merchant,11000000.0,41503392.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dwayne Johnson, Lena Headey,1,0
Zombieland: Double Tap,6.7,2019,10,99,Ruben Fleischer,42000000.0,122810399.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Woody Harrelson, Jesse Eisenberg,1,0
Vivarium,5.8,2019,3,97,Lorcan Finnegan,4000000.0,487625.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Imogen Poots, Danielle Ryan,0,0
The Peanut Butter Falcon,7.6,2019,8,97,Tyler Nilson,6200000.0,133031473.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zack Gottsagen, Ann Pierce,0,0
Cold Pursuit,6.2,2019,2,119,Hans Petter Moland,60000000.0,76419755.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liam Neeson, Laura Dern,1,0
Angel Has Fallen,6.4,2019,8,121,Ric Roman Waugh,40000000.0,146661977.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Gerard Butler, Frederick Schmidt,1,0
Rocketman,7.3,2019,5,121,Dexter Fletcher,40000000.0,195320400.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Taron Egerton, Jamie Bell,1,0
Rambo: Last Blood,6.1,2019,9,89,Adrian Grunberg,50000000.0,91490353.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sylvester Stallone, Paz Vega,1,0
The Goldfinch,6.4,2019,9,149,John Crowley,45000000.0,9932621.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oakes Fegley, Ansel Elgort,0,0
Richard Jewell,7.5,2019,12,131,Clint Eastwood,45000000.0,44655962.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Walter Hauser, Sam Rockwell,0,0
Godzilla: King of the Monsters,6.0,2019,5,132,Michael Dougherty,170000000.0,386600138.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Kyle Chandler, Vera Farmiga,0,0
Waves,7.5,2019,11,135,Trey Edward Shults,6000000.0,2576990.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Taylor Russell, Kelvin Harrison Jr ,0,0
The Informer,6.6,2019,8,113,Andrea Di Stefano,60000000.0,2927708.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joel Kinnaman, Rosamund Pike,0,0
The Art of Racing in the Rain,7.5,2019,8,109,Simon Curtis,18000000.0,33766787.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Kevin Costner, Milo Ventimiglia,1,0
Late Night,6.5,2019,6,102,Nisha Ganatra,4000000.0,22386555.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Emma Thompson, Mindy Kaling,1,0
The Outpost,6.8,2019,7,123,Rod Lurie,18000000.0,2327336.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Scott Eastwood, Caleb Landry Jones,0,0
Motherless Brooklyn,6.8,2019,11,144,Edward Norton,26000000.0,18477736.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Edward Norton, Gugu Mbatha Raw,1,0
The Grinch,6.3,2018,11,85,Yarrow Cheney,75000000.0,513488839.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Benedict Cumberbatch, Cameron Seely,1,0
Spider-Man: Into the Spider-Verse,8.4,2018,12,117,Bob Persichetti,90000000.0,384256930.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shameik Moore, Jake Johnson,0,0
Black Panther,7.3,2018,2,134,Ryan Coogler,200000000.0,1382248826.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chadwick Boseman, Michael B Jordan,1,0
Hereditary,7.3,2018,6,127,Ari Aster,10000000.0,82530552.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Toni Collette, Milly Shapiro,1,0
Avengers: Infinity War,8.4,2018,4,149,Anthony Russo,321000000.0,2048359754.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Robert Downey Jr , Chris Hemsworth,0,0
A Quiet Place,7.5,2018,4,90,John Krasinski,17000000.0,340952971.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Emily Blunt, John Krasinski,1,0
The Nutcracker and the Four Realms,5.6,2018,11,99,Lasse Hallström,120000000.0,173961069.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Mackenzie Foy, Keira Knightley,0,0
Suspiria,6.7,2018,11,152,Luca Guadagnino,20000000.0,7942093.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Chlo Grace Moretz, Tilda Swinton,0,0
Deadpool 2,7.7,2018,5,119,David Leitch,110000000.0,785896609.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan Reynolds, Josh Brolin,1,0
Annihilation,6.8,2018,2,115,Alex Garland,40000000.0,43070915.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Natalie Portman, Jennifer Jason Leigh,1,0
Green Book,8.2,2018,11,130,Peter Farrelly,23000000.0,321752656.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Viggo Mortensen, Mahershala Ali,1,0
Red Sparrow,6.6,2018,3,140,Francis Lawrence,69000000.0,151572634.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Jennifer Lawrence, Joel Edgerton,1,0
A Star Is Born,7.6,2018,10,136,Bradley Cooper,36000000.0,436233122.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Lady Gaga, Bradley Cooper,0,0
Mile 22,6.1,2018,8,94,Peter Berg,50000000.0,66308758.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mark Wahlberg, Lauren Cohan,1,0
Aquaman,6.8,2018,12,143,James Wan,160000000.0,1148528393.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Jason Momoa, Amber Heard,0,0
Ready Player One,7.4,2018,3,140,Steven Spielberg,175000000.0,582918849.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Tye Sheridan, Olivia Cooke,0,0
Mission: Impossible - Fallout,7.7,2018,7,147,Christopher McQuarrie,178000000.0,791657398.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tom Cruise, Henry Cavill,1,0
Peppermint,6.5,2018,9,101,Pierre Morel,25000000.0,53918723.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Jennifer Garner, John Gallagher Jr ,1,0
Bohemian Rhapsody,7.9,2018,11,134,Bryan Singer,52000000.0,910809311.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Rami Malek, Lucy Boynton,0,0
Solo: A Star Wars Story,6.9,2018,5,135,Ron Howard,275000000.0,392924807.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Alden Ehrenreich, Woody Harrelson,0,0
Bumblebee,6.7,2018,12,114,Travis Knight,135000000.0,467989645.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Hailee Steinfeld, Jorge Lendeborg Jr ,1,0
Fifty Shades Freed,4.5,2018,2,105,James Foley,55000000.0,371985018.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Dakota Johnson, Jamie Dornan,1,0
Crazy Rich Asians,6.9,2018,8,120,Jon M Chu,30000000.0,238843729.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Constance Wu, Henry Golding,0,0
The Favourite,7.5,2018,12,119,Yorgos Lanthimos,15000000.0,95918706.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Olivia Colman, Emma Stone,1,0
Venom,6.6,2018,10,112,Ruben Fleischer,100000000.0,856085151.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tom Hardy, Michelle Williams,1,0
Instant Family,7.3,2018,11,118,Sean Anders,48000000.0,120989656.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mark Wahlberg, Rose Byrne,1,0
A Simple Favor,6.8,2018,9,117,Paul Feig,20000000.0,97644617.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Anna Kendrick, Blake Lively,1,0
Incredibles 2,7.6,2018,6,118,Brad Bird,200000000.0,1243089244.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Craig T Nelson, Holly Hunter,0,0
Climax,6.9,2018,9,97,Gaspar No,2756000.0,1699164.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Sofia Boutella, Romain Guillermic,0,0
The Meg,5.6,2018,8,113,Jon Turteltaub,130000000.0,530517320.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Jason Statham, Bingbing Li,1,0
Den of Thieves,7.0,2018,1,140,Christian Gudegast,30000000.0,80509622.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gerard Butler, Pablo Schreiber,1,0
The Witch: Part 1 - The Subversion,7.1,2018,6,125,Park Hoon jung,5500000.0,24343708.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Kim Da mi, Min soo Jo,0,0
Sicario: Day of the Soldado,7.0,2018,6,122,Stefano Sollima,35000000.0,75837743.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benicio Del Toro, Josh Brolin,1,0
Bad Times at the El Royale,7.1,2018,10,141,Drew Goddard,32000000.0,31882724.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jeff Bridges, Cynthia Erivo,1,0
Mid90s,7.3,2018,10,85,Jonah Hill,1700000.0,9303022.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sunny Suljic, Katherine Waterston,0,0
Ocean's Eight,6.3,2018,6,110,Gary Ross,70000000.0,297795726.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sandra Bullock, Cate Blanchett,1,0
Beautiful Boy,7.3,2018,10,120,Felix van Groeningen,25000000.0,31711319.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Steve Carell, Maura Tierney,1,0
Fantastic Beasts: The Crimes of Grindelwald,6.5,2018,11,134,David Yates,200000000.0,654855901.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Eddie Redmayne, Katherine Waterston,1,0
Robin Hood,5.3,2018,11,116,Otto Bathurst,100000000.0,86493046.0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Taron Egerton, Jamie Foxx,1,0
The House That Jack Built,6.8,2018,10,152,Lars von Trier,9222000.0,3081913.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matt Dillon, Bruno Ganz,1,0
The Happytime Murders,5.4,2018,8,91,Brian Henson,40000000.0,27506452.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Melissa McCarthy, Elizabeth Banks,1,0
Capernaum,8.4,2018,9,126,Nadine Labaki,4000000.0,64417003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zain Al Rafeea, Yordanos Shiferaw,0,0
Game Night,6.9,2018,2,100,John Francis Daley,37000000.0,117768230.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason Bateman, Rachel McAdams,1,0
Night School,5.6,2018,9,111,Malcolm D Lee,29000000.0,103105878.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kevin Hart, Tiffany Haddish,1,0
Maze Runner: The Death Cure,6.2,2018,1,143,Wes Ball,62000000.0,288175335.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Dylan O Brien, Ki Hong Lee,0,0
Jurassic World: Fallen Kingdom,6.1,2018,6,128,J A Bayona,170000000.0,1310466296.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Chris Pratt, Bryce Dallas Howard,1,0
Tomb Raider,6.3,2018,3,119,Roar Uthaug,94000000.0,274650803.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alicia Vikander, Dominic West,1,0
Sorry to Bother You,6.9,2018,7,112,Boots Riley,3200000.0,18170707.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,LaKeith Stanfield, Tessa Thompson,0,0
The Predator,5.3,2018,9,107,Shane Black,88000000.0,160542134.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Boyd Holbrook, Trevante Rhodes,0,0
The Equalizer 2,6.7,2018,7,121,Antoine Fuqua,62000000.0,190400157.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Denzel Washington, Pedro Pascal,1,0
Hunter Killer,6.6,2018,10,121,Donovan Marsh,40000000.0,31676128.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Gerard Butler, Gary Oldman,1,0
Mandy,6.5,2018,9,121,Panos Cosmatos,6000000.0,1653784.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Nicolas Cage, Andrea Riseborough,1,0
Under the Silver Lake,6.5,2018,4,139,David Robert Mitchell,8500000.0,2053469.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Andrew Garfield, Riley Keough,1,0
BlacKkKlansman,7.5,2018,8,135,Spike Lee,15000000.0,93413709.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John David Washington, Adam Driver,0,0
Vice,7.2,2018,12,132,Adam McKay,60000000.0,76073488.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christian Bale, Amy Adams,1,0
First Man,7.3,2018,10,141,Damien Chazelle,59000000.0,105713218.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Ryan Gosling, Claire Foy,1,0
12 Strong,6.5,2018,1,130,Nicolai Fuglsig,35000000.0,67450815.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chris Hemsworth, Michael Shannon,1,0
